,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
7410,Restaurant 7410,Rural,Japanese,3.3,33.0,66.99,,16703.0,12.0,291.0,124.69196244589872,5.6,3.3,Yes,25.0,4.0,505725.59
7411,Restaurant 7411,Suburban,,3.6,68.0,35.96,3156.0,37266.0,5.0,769.0,164.83598556476545,5.6,9.1,Yes,19.0,54.0,558626.7
7412,Restaurant 7412,Downtown,Indian,3.6,87.0,39.4,4827.0,,16.0,816.0,286.7322453323196,8.3,2.1,Yes,13.0,86.0,787048.5
7413,Restaurant 7413,Suburban,American,4.4,55.0,41.37,4154.0,49466.0,5.0,863.0,55.11934553505858,2.1,6.3,Yes,36.0,51.0,521531.14
7414,Restaurant 7414,Rural,Indian,3.2,39.0,32.85,1928.0,23467.0,3.0,539.0,252.83789961596693,2.4,9.4,No,7.0,27.0,295732.1
7415,Restaurant 7415,Downtown,American,4.7,76.0,44.34,4550.0,46378.0,6.0,814.0,177.93117624963293,4.1,1.3,No,62.0,23.0,761235.76
7416,Restaurant 7416,Downtown,Mexican,4.5,81.0,33.83,6954.0,69669.0,19.0,214.0,204.70312298855464,7.7,5.8,Yes,4.0,76.0,642909.22
7417,Restaurant 7417,Downtown,Indian,3.4,77.0,31.11,3442.0,39339.0,12.0,171.0,221.1331400543156,1.6,3.2,Yes,42.0,48.0,549279.78
7418,Restaurant 7418,Rural,French,4.4,42.0,62.09,1830.0,23714.0,8.0,643.0,164.00504733025798,4.1,2.7,Yes,19.0,33.0,590949.2
7419,Restaurant 7419,Rural,Mexican,4.3,47.0,32.94,3607.0,35450.0,6.0,974.0,97.96490047555189,3.9,3.1,Yes,6.0,12.0,358275.34
7420,Restaurant 7420,Rural,American,4.5,43.0,42.87,4333.0,43739.0,14.0,861.0,277.3976412368692,5.4,9.1,No,4.0,30.0,436822.82
7421,Restaurant 7421,Downtown,Indian,3.4,80.0,37.95,2253.0,29571.0,3.0,910.0,235.04768903744576,5.2,4.8,,40.0,47.0,682863.7
7422,Restaurant 7422,Rural,Mexican,3.3,39.0,26.86,2406.0,25430.0,11.0,885.0,189.89742456766191,7.4,3.1,Yes,22.0,30.0,253708.48
7423,Restaurant 7423,Suburban,American,3.5,55.0,38.47,2814.0,32069.0,7.0,125.0,162.11409733145877,6.6,9.3,No,22.0,23.0,486126.75
7424,Restaurant 7424,Rural,Italian,3.7,42.0,54.29,1726.0,20038.0,9.0,382.0,174.83290708896195,9.1,3.9,Yes,22.0,29.0,521983.11
7425,Restaurant 7425,Downtown,Italian,4.6,79.0,54.88,5183.0,53409.0,11.0,959.0,255.88455200761592,2.6,7.5,No,16.0,70.0,982611.51
7426,Restaurant 7426,Suburban,Japanese,4.5,61.0,68.07,3869.0,42965.0,13.0,895.0,53.12585171524651,4.9,5.8,No,58.0,19.0,942680.27
7427,,Rural,French,4.9,30.0,,2992.0,36648.0,18.0,740.0,266.33374852136774,4.6,7.1,Yes,8.0,1.0,395140.15
7428,Restaurant 7428,Suburban,Italian,3.1,67.0,54.46,2799.0,26819.0,10.0,763.0,61.68799328432796,2.0,2.6,Yes,18.0,57.0,822541.53
7429,Restaurant 7429,Suburban,American,3.0,62.0,39.15,785.0,13755.0,2.0,135.0,203.97826661657209,2.5,7.1,No,28.0,,543685.1
7430,Restaurant 7430,Downtown,Mexican,4.4,73.0,28.62,2450.0,26920.0,7.0,826.0,133.2806431209174,4.0,9.2,No,3.0,38.0,478994.36
7431,Restaurant 7431,Suburban,Indian,3.6,55.0,33.82,2120.0,29005.0,15.0,521.0,219.55906984395477,7.6,1.9,No,4.0,18.0,433528.19
7432,Restaurant 7432,Suburban,Mexican,3.7,67.0,29.57,2888.0,32355.0,10.0,419.0,71.38572898249072,2.4,3.9,Yes,,3.0,454291.48
7433,Restaurant 7433,Downtown,Japanese,4.1,74.0,69.16,5740.0,57820.0,12.0,386.0,189.05813635311227,3.4,9.8,No,36.0,19.0,1155483.76
7434,Restaurant 7434,Downtown,Mexican,3.2,87.0,31.23,4557.0,50102.0,9.0,905.0,263.80855437329774,7.1,3.0,Yes,41.0,2.0,621568.68
7435,Restaurant 7435,Downtown,Italian,4.3,74.0,45.87,8561.0,88174.0,19.0,630.0,173.65946499262384,6.4,1.5,No,55.0,72.0,
7436,Restaurant 7436,Suburban,Mexican,3.7,56.0,35.69,1943.0,22738.0,6.0,979.0,71.08665046280916,1.9,1.5,No,34.0,26.0,453552.96
7437,Restaurant 7437,Suburban,Italian,4.3,58.0,55.3,3286.0,35068.0,19.0,667.0,59.34460618876892,9.5,3.5,No,3.0,4.0,736324.1
7438,Restaurant 7438,Suburban,Italian,4.7,52.0,55.28,3573.0,38473.0,1.0,114.0,205.30033720255136,2.3,5.5,Yes,5.0,3.0,642382.03
7439,Restaurant 7439,Downtown,French,3.3,81.0,64.67,4946.0,49950.0,2.0,588.0,67.38264403103528,1.6,3.4,,10.0,18.0,1164584.39
7440,Restaurant 7440,Rural,Japanese,4.9,49.0,72.26,4231.0,48156.0,15.0,985.0,67.8222180270291,3.7,3.5,Yes,22.0,36.0,808937.44
7441,Restaurant 7441,Suburban,American,4.1,63.0,37.43,3725.0,39854.0,11.0,441.0,156.35987650268214,1.2,8.5,Yes,19.0,15.0,542006.53
7442,Restaurant 7442,Rural,Italian,4.8,37.0,45.54,2509.0,32196.0,18.0,55.0,102.37707964738291,1.3,7.9,No,17.0,21.0,398824.44
7443,Restaurant 7443,Downtown,Indian,3.4,81.0,31.09,1919.0,27084.0,1.0,870.0,101.04897352667754,6.2,3.8,Yes,13.0,79.0,566338.49
7444,Restaurant 7444,Suburban,Japanese,4.2,56.0,68.56,1955.0,27731.0,4.0,438.0,170.24405373641747,9.0,4.1,Yes,0.0,20.0,857936.09
7445,Restaurant 7445,Rural,American,3.8,38.0,40.54,803.0,14944.0,4.0,487.0,120.20043183035688,4.6,9.7,No,,33.0,354287.38
7446,Restaurant 7446,Suburban,Indian,4.5,61.0,40.93,2023.0,27694.0,4.0,166.0,104.81662355289612,3.7,9.6,No,22.0,4.0,563249.25
7447,Restaurant 7447,Suburban,Mexican,4.2,53.0,29.79,2057.0,21734.0,18.0,195.0,178.60362207236247,9.2,9.8,No,30.0,15.0,379175.28
7448,Restaurant 7448,Suburban,Japanese,4.0,54.0,70.77,1780.0,25408.0,1.0,725.0,122.72093480974117,1.6,9.5,No,13.0,1.0,849857.2
7449,Restaurant 7449,Rural,Indian,4.8,38.0,37.65,2822.0,29364.0,7.0,146.0,70.05510882909736,5.3,6.7,No,6.0,12.0,332994.2
7450,Restaurant 7450,Downtown,Japanese,3.8,76.0,66.99,1913.0,20667.0,14.0,945.0,220.68476765176555,3.3,3.8,No,48.0,20.0,1142879.73
7451,Restaurant 7451,Suburban,Japanese,3.4,63.0,75.26,2092.0,21965.0,16.0,359.0,196.4020051342736,4.4,9.7,No,,59.0,1071183.11
7452,Restaurant 7452,Downtown,Mexican,4.2,89.0,30.82,1806.0,18064.0,15.0,211.0,,4.7,7.7,Yes,47.0,67.0,629460.3
7453,Restaurant 7453,Downtown,Mexican,4.2,86.0,28.04,5580.0,,5.0,337.0,195.5615998619681,5.9,7.4,No,60.0,73.0,555679.73
7454,Restaurant 7454,Rural,Japanese,3.9,30.0,75.29,2462.0,29541.0,13.0,612.0,288.8974152433677,5.1,8.2,No,22.0,13.0,523334.5
7455,Restaurant 7455,Rural,Indian,4.0,44.0,36.88,1715.0,21068.0,5.0,692.0,289.11963767932605,9.9,6.4,Yes,39.0,15.0,375527.1
7456,Restaurant 7456,Downtown,French,4.9,84.0,60.32,8216.0,86465.0,18.0,882.0,182.98560258113173,1.2,6.2,Yes,76.0,54.0,1157599.57
7457,Restaurant 7457,Suburban,Italian,4.5,50.0,51.38,4358.0,47878.0,5.0,815.0,74.50742900822772,7.8,4.3,Yes,21.0,10.0,585814.68
7458,Restaurant 7458,Rural,Mexican,3.2,44.0,33.23,2991.0,30685.0,5.0,390.0,164.5463821766454,1.5,2.4,Yes,17.0,32.0,335583.3
7459,,Suburban,French,3.4,51.0,56.7,1396.0,19143.0,6.0,574.0,56.74584591290802,4.9,4.9,Yes,32.0,21.0,651386.55
7460,Restaurant 7460,Suburban,Mexican,5.0,53.0,34.51,3513.0,39922.0,14.0,569.0,153.8003199937873,2.8,5.7,No,10.0,52.0,429350.79
7461,Restaurant 7461,Suburban,Japanese,4.5,66.0,75.55,3161.0,34823.0,2.0,477.0,277.3547087593155,9.5,8.9,Yes,6.0,49.0,1114791.6
7462,Restaurant 7462,Downtown,French,4.8,85.0,61.24,4113.0,49726.0,15.0,463.0,166.86092268515256,7.5,4.6,No,39.0,51.0,1176126.0
7463,Restaurant 7463,Suburban,Indian,3.6,67.0,37.5,1724.0,25682.0,16.0,313.0,187.62184515980528,5.2,8.9,No,64.0,61.0,582471.1
7464,Restaurant 7464,Downtown,Indian,4.5,90.0,39.46,3334.0,37256.0,5.0,875.0,89.50912563120399,9.6,3.9,Yes,38.0,40.0,801198.28
7465,Restaurant 7465,Downtown,American,4.4,85.0,39.12,2791.0,27613.0,16.0,941.0,53.91266305803581,7.5,9.5,Yes,61.0,10.0,762945.47
7466,Restaurant 7466,Suburban,Italian,3.6,57.0,55.92,2463.0,23748.0,1.0,396.0,298.34599719139374,9.6,1.4,,48.0,6.0,
7467,Restaurant 7467,Suburban,,4.1,55.0,52.49,1311.0,16240.0,8.0,408.0,134.5643189990415,7.3,5.7,No,24.0,14.0,652331.17
7468,Restaurant 7468,Suburban,Mexican,4.3,69.0,29.66,3064.0,39072.0,1.0,904.0,119.83749562387888,1.7,3.9,Yes,33.0,15.0,461773.54
7469,,Suburban,,4.0,51.0,52.45,3603.0,41365.0,7.0,185.0,192.8204133059676,6.5,3.6,Yes,25.0,28.0,608486.65
7470,Restaurant 7470,Downtown,American,4.7,88.0,40.74,4041.0,46275.0,6.0,366.0,236.32963325555457,9.8,1.7,Yes,58.0,4.0,808524.41
7471,Restaurant 7471,Suburban,Indian,4.7,62.0,31.23,2346.0,23239.0,8.0,809.0,112.85194949925,2.9,7.1,Yes,61.0,20.0,445869.52
7472,Restaurant 7472,Suburban,French,4.7,70.0,63.75,3393.0,41924.0,5.0,512.0,181.03096247214367,8.1,4.5,No,28.0,,1002598.45
7473,Restaurant 7473,Downtown,French,4.6,75.0,61.21,7985.0,88370.0,15.0,998.0,133.15890638382757,2.7,9.5,No,24.0,14.0,1047192.23
7474,Restaurant 7474,Rural,Indian,4.0,35.0,38.75,3294.0,34390.0,16.0,248.0,170.24137692075095,5.1,7.4,No,5.0,5.0,326812.75
7475,Restaurant 7475,Rural,Japanese,3.8,42.0,66.7,2793.0,35877.0,17.0,125.0,90.32747844330753,1.8,5.0,Yes,26.0,22.0,
7476,Restaurant 7476,,Indian,4.7,70.0,35.92,9124.0,95854.0,11.0,,177.52956996941123,4.1,6.6,No,67.0,50.0,
7477,Restaurant 7477,Rural,,4.0,50.0,63.43,,20781.0,2.0,469.0,61.83675068330051,8.0,1.6,No,3.0,41.0,708053.97
7478,Restaurant 7478,Downtown,Mexican,3.5,78.0,35.87,1704.0,21249.0,1.0,919.0,259.99933344354974,1.4,6.3,No,42.0,64.0,626840.01
7479,Restaurant 7479,Suburban,American,4.0,61.0,44.73,2926.0,37045.0,17.0,412.0,206.9149116561325,3.9,7.0,,41.0,4.0,629076.17
7480,Restaurant 7480,Suburban,Indian,3.3,61.0,39.51,3101.0,32859.0,1.0,655.0,285.3726077120008,6.7,2.0,Yes,36.0,8.0,542506.98
7481,Restaurant 7481,Rural,Japanese,4.4,33.0,67.72,2924.0,29202.0,2.0,891.0,199.9329786113572,9.5,7.1,No,27.0,14.0,510117.06
7482,Restaurant 7482,Suburban,Mexican,3.7,68.0,34.22,2882.0,32530.0,17.0,495.0,95.54152105810948,3.2,5.3,No,35.0,23.0,539778.5
7483,Restaurant 7483,Rural,Indian,,45.0,31.86,1772.0,17919.0,4.0,452.0,171.01268992929835,2.6,5.3,No,20.0,36.0,328172.41
7484,Restaurant 7484,Rural,Mexican,4.9,41.0,27.18,4083.0,47124.0,12.0,67.0,216.17385670604068,2.8,7.5,Yes,2.0,5.0,270004.18
7485,Restaurant 7485,Suburban,Indian,4.6,50.0,31.21,2515.0,33666.0,10.0,733.0,143.55583537881972,3.1,5.0,No,16.0,38.0,364406.64
7486,Restaurant 7486,Suburban,Mexican,4.6,70.0,34.43,3880.0,48025.0,10.0,418.0,188.16242008589495,6.7,3.1,No,61.0,61.0,555969.61
7487,Restaurant 7487,Rural,Italian,4.2,33.0,46.19,3319.0,33732.0,15.0,709.0,90.6721277807998,10.0,3.7,Yes,24.0,17.0,365642.02
7488,Restaurant 7488,Suburban,Mexican,4.7,58.0,26.52,1566.0,,11.0,563.0,244.2810396047118,5.7,7.6,Yes,33.0,21.0,360276.87
7489,Restaurant 7489,Downtown,Italian,4.5,76.0,47.7,2503.0,30758.0,7.0,79.0,277.3824922340135,3.4,1.6,No,46.0,59.0,813877.7
7490,Restaurant 7490,Suburban,French,4.2,59.0,61.3,2037.0,23670.0,10.0,484.0,128.71914455774663,7.7,8.6,Yes,48.0,40.0,820808.7
7491,Restaurant 7491,Suburban,Italian,4.9,62.0,54.68,1795.0,20132.0,19.0,221.0,248.33284709638963,2.4,6.2,No,23.0,13.0,771854.62
7492,Restaurant 7492,Downtown,Mexican,3.4,77.0,29.6,3095.0,29724.0,18.0,299.0,72.98638169347616,1.3,7.5,Yes,22.0,9.0,529189.1
7493,,Suburban,American,4.9,69.0,41.01,4396.0,46182.0,2.0,540.0,111.67612256775352,6.4,4.1,No,68.0,6.0,639969.95
7494,Restaurant 7494,Suburban,American,3.8,59.0,36.83,2525.0,33636.0,7.0,96.0,165.46751661385704,2.9,3.0,No,9.0,4.0,491970.52
7495,Restaurant 7495,Rural,French,4.1,39.0,57.93,1086.0,,14.0,348.0,146.60178103237726,4.6,8.2,Yes,14.0,26.0,520807.68
7496,Restaurant 7496,Suburban,Mexican,3.2,57.0,26.47,2769.0,35005.0,11.0,572.0,204.90644647318743,3.1,1.9,Yes,13.0,34.0,352216.85
7497,Restaurant 7497,Suburban,Italian,4.1,69.0,49.51,1276.0,20892.0,1.0,519.0,190.74624899804328,9.3,2.5,No,38.0,54.0,763597.13
7498,Restaurant 7498,Downtown,,4.2,84.0,41.49,2110.0,30222.0,5.0,475.0,71.81799626047038,4.0,3.6,Yes,79.0,,781617.69
7499,Restaurant 7499,Rural,Indian,5.0,30.0,33.12,4218.0,46903.0,4.0,324.0,82.92360147175152,5.0,4.2,No,22.0,6.0,236445.91
7500,Restaurant 7500,Rural,Japanese,5.0,44.0,74.31,3342.0,35471.0,14.0,436.0,62.9279068402727,3.1,2.8,No,22.0,0.0,742294.53
7501,Restaurant 7501,Rural,Mexican,4.9,46.0,35.79,3354.0,,3.0,565.0,288.151679040548,1.8,9.2,No,15.0,14.0,377996.72
7502,Restaurant 7502,Suburban,Indian,3.7,62.0,31.32,1991.0,21063.0,18.0,532.0,211.33606112114643,5.6,1.2,No,32.0,37.0,453927.69
7503,Restaurant 7503,Rural,Indian,5.0,41.0,30.2,1055.0,20178.0,18.0,928.0,263.8960988547539,8.8,8.2,,15.0,10.0,302868.2
7504,Restaurant 7504,Downtown,Mexican,3.9,72.0,33.69,5465.0,55914.0,4.0,727.0,185.31597060675452,4.2,4.7,No,65.0,51.0,556029.16
7505,Restaurant 7505,Rural,Japanese,4.7,48.0,67.1,2817.0,35468.0,,762.0,98.45954681971472,8.0,8.5,Yes,29.0,25.0,727751.5
7506,Restaurant 7506,Downtown,American,3.4,74.0,38.88,6387.0,68753.0,10.0,505.0,206.65021993648304,1.3,8.2,No,34.0,42.0,661822.31
7507,,Rural,Japanese,4.0,32.0,,2034.0,27161.0,16.0,211.0,176.33473252306186,3.1,2.1,Yes,19.0,20.0,512070.03
7508,Restaurant 7508,Rural,French,4.9,50.0,65.08,999.0,14504.0,3.0,356.0,152.04808386397264,2.2,7.0,,26.0,48.0,727977.62
7509,Restaurant 7509,Downtown,Italian,4.9,74.0,52.25,9139.0,97320.0,19.0,800.0,142.95132031126278,4.6,4.4,Yes,35.0,55.0,895140.5
7510,Restaurant 7510,Rural,Italian,4.4,38.0,45.45,3996.0,40283.0,15.0,,212.51912987101508,9.0,8.4,No,29.0,13.0,412779.95
7511,Restaurant 7511,Rural,Indian,4.6,35.0,30.16,3587.0,45112.0,5.0,665.0,204.4404132486574,4.4,8.7,No,32.0,12.0,253019.54
7512,Restaurant 7512,Rural,American,3.4,45.0,37.2,2474.0,32877.0,11.0,388.0,87.89148950972829,6.4,2.7,,0.0,3.0,388398.45
7513,Restaurant 7513,Suburban,Japanese,4.4,59.0,68.5,1690.0,21086.0,9.0,86.0,254.055513458615,9.1,5.3,No,32.0,47.0,910461.3
7514,Restaurant 7514,Downtown,Indian,4.2,85.0,35.33,7148.0,77438.0,13.0,273.0,209.0228112443954,4.2,6.3,Yes,1.0,32.0,692223.74
7515,Restaurant 7515,Rural,Mexican,3.2,32.0,34.22,640.0,12067.0,11.0,989.0,183.9521166018359,4.3,5.9,No,11.0,13.0,260276.39
7516,Restaurant 7516,Downtown,Indian,3.2,87.0,33.46,3174.0,37161.0,14.0,108.0,237.22938006914103,1.8,3.3,No,78.0,76.0,666051.27
7517,Restaurant 7517,Downtown,Mexican,3.2,80.0,29.14,4444.0,,1.0,925.0,88.41659168070441,4.1,3.5,No,70.0,16.0,528599.74
7518,Restaurant 7518,Downtown,Mexican,4.4,88.0,28.62,2862.0,32562.0,9.0,269.0,279.9290414566957,7.7,8.7,No,2.0,38.0,576368.54
7519,Restaurant 7519,Rural,French,3.3,44.0,55.1,1138.0,9749.0,13.0,410.0,117.64680115849733,8.6,1.3,Yes,6.0,5.0,552514.15
7520,Restaurant 7520,Rural,French,3.9,40.0,65.51,,,2.0,835.0,115.68934326527943,7.5,3.4,Yes,6.0,21.0,588775.17
7521,Restaurant 7521,Downtown,Mexican,3.7,79.0,26.53,2042.0,25033.0,4.0,74.0,253.72563783154027,1.1,3.0,Yes,59.0,36.0,472028.53
7522,Restaurant 7522,Suburban,American,4.1,58.0,38.16,1756.0,24785.0,16.0,955.0,133.49780128897032,2.1,4.3,No,48.0,35.0,512858.85
7523,Restaurant 7523,Downtown,French,4.4,72.0,56.42,7049.0,77281.0,10.0,502.0,257.67705531923923,7.6,7.2,No,15.0,42.0,925688.05
7524,Restaurant 7524,Suburban,French,4.4,58.0,,1079.0,10557.0,6.0,256.0,132.00246872562158,9.5,5.8,No,46.0,44.0,788945.15
7525,Restaurant 7525,Downtown,Italian,4.0,87.0,55.25,7353.0,74413.0,9.0,74.0,187.671995994726,7.3,5.9,No,27.0,64.0,1088204.15
7526,Restaurant 7526,Downtown,Indian,3.9,81.0,31.11,5302.0,57228.0,2.0,133.0,107.71123569677744,3.0,7.6,Yes,66.0,,572387.28
7527,Restaurant 7527,Downtown,Italian,3.8,90.0,49.85,1753.0,22859.0,1.0,297.0,232.8800926484601,2.0,8.3,,35.0,67.0,998144.65
7528,Restaurant 7528,Rural,American,4.7,,35.25,4115.0,49726.0,12.0,297.0,91.735275953575,8.9,2.4,Yes,23.0,32.0,376230.3
7529,Restaurant 7529,Suburban,French,,53.0,63.48,2967.0,33446.0,16.0,100.0,274.8578715238678,1.9,2.0,No,52.0,42.0,767052.28
7530,Restaurant 7530,Suburban,French,3.5,50.0,62.05,2531.0,33775.0,2.0,998.0,142.91220760587163,2.4,3.7,Yes,39.0,33.0,
7531,Restaurant 7531,Downtown,Japanese,4.5,82.0,72.7,3165.0,38075.0,13.0,571.0,167.89362041031922,,8.4,No,61.0,29.0,1340282.85
7532,Restaurant 7532,Rural,American,3.7,37.0,40.2,1873.0,24250.0,8.0,226.0,56.00547345919291,2.7,5.9,Yes,21.0,14.0,343921.6
7533,Restaurant 7533,Rural,Indian,4.7,35.0,39.98,4119.0,44603.0,1.0,174.0,293.947491521422,3.0,2.3,Yes,5.0,31.0,320292.63
7534,Restaurant 7534,Suburban,Indian,3.7,57.0,34.51,2105.0,22951.0,5.0,215.0,253.29382994208825,2.3,2.5,No,8.0,25.0,444062.21
7535,Restaurant 7535,Rural,Indian,4.4,48.0,35.65,1859.0,19910.0,10.0,397.0,161.75222681699051,9.5,9.1,Yes,35.0,38.0,401233.25
7536,Restaurant 7536,Suburban,American,3.1,61.0,42.65,2695.0,33929.0,3.0,175.0,280.0653347693566,2.1,4.3,No,40.0,7.0,584054.85
7537,Restaurant 7537,Suburban,Japanese,3.8,50.0,70.73,2788.0,26832.0,11.0,418.0,282.7649089556722,9.4,3.3,Yes,11.0,25.0,
7538,Restaurant 7538,Suburban,Japanese,3.7,53.0,67.08,1222.0,15573.0,5.0,931.0,183.26303040706748,3.9,7.2,No,14.0,16.0,795633.61
7539,Restaurant 7539,Rural,Italian,4.6,42.0,48.49,1652.0,23637.0,,863.0,108.46269786834264,8.4,8.7,Yes,5.0,29.0,473595.53
7540,Restaurant 7540,Suburban,American,4.9,66.0,36.02,1449.0,21566.0,12.0,296.0,171.77758366086323,9.5,5.0,No,45.0,11.0,545744.0
7541,Restaurant 7541,Suburban,American,3.9,68.0,39.76,3080.0,38962.0,13.0,119.0,131.1996517735441,5.7,8.1,Yes,56.0,5.0,621237.38
7542,Restaurant 7542,Downtown,Japanese,4.6,88.0,71.7,8854.0,94613.0,14.0,572.0,161.9964072526493,,4.9,Yes,14.0,28.0,1424369.45
7543,Restaurant 7543,Suburban,Mexican,4.4,54.0,26.3,2446.0,27650.0,4.0,132.0,277.84800769701883,3.4,7.2,Yes,11.0,13.0,326270.5
7544,Restaurant 7544,Suburban,Mexican,4.9,60.0,31.94,1858.0,25376.0,3.0,449.0,120.45864648226926,4.4,6.2,No,13.0,0.0,433360.62
7545,Restaurant 7545,Downtown,Italian,4.6,76.0,54.82,8338.0,87078.0,17.0,721.0,259.74169867136004,6.0,9.1,No,65.0,38.0,960923.44
7546,Restaurant 7546,Downtown,Mexican,3.2,72.0,28.71,1654.0,22316.0,8.0,435.0,283.8252635429644,8.7,3.9,,61.0,5.0,473360.94
7547,Restaurant 7547,Rural,Mexican,4.4,40.0,27.44,2093.0,21389.0,16.0,107.0,251.2631968862688,6.6,7.9,Yes,26.0,32.0,269638.87
7548,Restaurant 7548,Suburban,Mexican,4.1,66.0,34.82,1034.0,12298.0,11.0,523.0,181.8133359097192,1.2,7.2,Yes,43.0,43.0,524694.7
7549,Restaurant 7549,Rural,French,3.0,40.0,62.61,1319.0,18791.0,5.0,902.0,190.9943280300849,3.7,8.5,Yes,16.0,30.0,567165.71
7550,Restaurant 7550,Rural,Italian,3.5,44.0,46.16,2416.0,28610.0,16.0,983.0,254.90874892998823,8.8,6.5,Yes,43.0,36.0,479114.9
7551,Restaurant 7551,Downtown,Japanese,4.8,88.0,69.49,9021.0,98158.0,9.0,128.0,61.12520336840078,3.2,5.1,No,24.0,31.0,1374878.63
7552,Restaurant 7552,Rural,Mexican,4.9,37.0,32.41,2559.0,35123.0,13.0,234.0,233.9824976967089,4.3,1.4,No,5.0,32.0,285730.05
7553,Restaurant 7553,Suburban,Indian,4.6,65.0,36.32,2158.0,23446.0,8.0,126.0,182.21687204491053,,8.6,No,61.0,4.0,538587.3
7554,Restaurant 7554,Downtown,French,5.0,90.0,61.8,6790.0,70148.0,5.0,120.0,149.28436073211222,2.4,9.2,Yes,61.0,46.0,1249423.0
7555,Restaurant 7555,Suburban,Mexican,4.6,64.0,31.24,3526.0,39349.0,9.0,165.0,241.7319201707068,4.1,5.0,No,35.0,63.0,462057.81
7556,,Suburban,French,3.0,52.0,63.78,1994.0,25646.0,6.0,234.0,116.56180692246872,8.4,3.0,No,42.0,16.0,746467.18
7557,Restaurant 7557,Downtown,Italian,3.6,75.0,48.52,4183.0,49222.0,2.0,372.0,273.88343192864136,8.6,6.8,No,24.0,32.0,818837.72
7558,Restaurant 7558,Suburban,Indian,3.1,,37.79,2309.0,29176.0,7.0,64.0,222.12194457850956,6.2,2.1,Yes,36.0,41.0,449462.65
7559,Restaurant 7559,Downtown,Indian,3.2,74.0,40.9,6043.0,59465.0,17.0,901.0,202.5388974088161,7.1,1.4,No,15.0,22.0,699428.45
7560,,Suburban,Indian,3.4,50.0,34.29,2220.0,29191.0,12.0,491.0,180.78007354971228,5.8,3.6,Yes,7.0,5.0,398358.53
7561,Restaurant 7561,Downtown,,4.0,83.0,33.7,3078.0,30787.0,1.0,564.0,103.18941465762724,1.4,7.1,Yes,27.0,49.0,627660.45
7562,Restaurant 7562,Rural,French,4.7,41.0,57.71,3043.0,39088.0,15.0,107.0,204.23623988263617,7.3,8.3,Yes,6.0,28.0,549673.13
7563,Restaurant 7563,Suburban,Indian,4.7,62.0,33.1,1919.0,19322.0,11.0,332.0,231.22849508811672,10.0,2.4,No,27.0,37.0,473258.8
7564,Restaurant 7564,Downtown,American,4.2,83.0,45.28,5745.0,65241.0,10.0,448.0,52.92242946588984,3.1,9.5,No,57.0,3.0,854846.91
7565,Restaurant 7565,Suburban,American,4.9,61.0,35.29,4395.0,48971.0,16.0,749.0,141.60478691680046,9.8,6.0,Yes,29.0,56.0,508877.81
7566,Restaurant 7566,Suburban,French,4.0,62.0,57.39,3404.0,33368.0,9.0,820.0,258.11602432191347,10.0,9.3,Yes,60.0,37.0,811872.65
7567,Restaurant 7567,Suburban,Mexican,,55.0,30.31,4501.0,49540.0,12.0,461.0,208.05269835919563,2.3,2.3,No,2.0,6.0,389776.93
7568,Restaurant 7568,Downtown,Mexican,3.9,90.0,29.42,1749.0,26353.0,15.0,736.0,203.81760960595216,9.3,5.1,,44.0,78.0,611070.59
7569,Restaurant 7569,Rural,Italian,3.6,44.0,51.92,1763.0,17842.0,16.0,626.0,107.1531712806584,7.1,4.9,Yes,4.0,20.0,528335.8
7570,Restaurant 7570,Rural,Italian,4.8,45.0,47.12,2976.0,33805.0,1.0,486.0,208.02218336913268,5.2,4.7,,40.0,15.0,480035.45
7571,Restaurant 7571,Rural,Indian,3.8,38.0,30.78,1709.0,17894.0,6.0,965.0,246.53751682387752,4.1,9.4,Yes,34.0,5.0,275489.78
7572,Restaurant 7572,Downtown,Japanese,4.0,77.0,69.06,2990.0,35603.0,13.0,60.0,150.43909621562796,6.7,8.6,Yes,55.0,12.0,1196220.95
7573,Restaurant 7573,Rural,Italian,3.7,34.0,50.77,3455.0,40019.0,1.0,842.0,95.52303633576172,8.6,8.1,No,3.0,7.0,396758.57
7574,Restaurant 7574,Downtown,,4.3,84.0,31.18,7486.0,79784.0,13.0,240.0,69.31856457380698,1.3,3.6,,24.0,60.0,607354.6
7575,Restaurant 7575,Suburban,Japanese,5.0,56.0,71.62,2918.0,35899.0,5.0,565.0,176.4239166121087,5.8,4.1,Yes,8.0,2.0,896315.83
7576,Restaurant 7576,Suburban,Italian,3.1,66.0,51.04,2368.0,24790.0,3.0,900.0,220.96464828748915,6.9,3.3,Yes,46.0,45.0,757068.3
7577,Restaurant 7577,Rural,French,4.8,45.0,57.7,1265.0,16695.0,12.0,615.0,90.65981523243894,1.2,8.1,Yes,40.0,22.0,592823.15
7578,Restaurant 7578,Downtown,American,3.0,80.0,43.41,2852.0,36320.0,10.0,109.0,155.36090623866468,9.0,4.5,No,4.0,7.0,784082.71
7579,Restaurant 7579,Suburban,Italian,3.7,56.0,45.97,1770.0,19518.0,9.0,205.0,192.16080228609368,9.6,9.8,No,38.0,19.0,589137.27
7580,Restaurant 7580,Downtown,Italian,3.3,80.0,47.18,1483.0,13491.0,17.0,187.0,88.96460597584195,6.5,4.3,Yes,69.0,29.0,856890.29
